CustomerID,Gender,PartnerATT,DependentsATT,Landline,InternetService,PaymentMethod,Contract,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,TenureMonths,Churn
C00546,Male,No,No,Yes,None,BankTransfer,Month-to-Month,Yes,No,61.65,4220.4,68,No
C00547,Female,No,No,No,ATT,Electronic,Month-to-Month,No,No,86.6,6205.61,71,Yes
C00548,Female,No,Yes,Yes,None,Electronic,Month-to-Month,No,Yes,90.41,623.12,5,Yes
C00549,Male,No,Yes,Yes,ATT,Electronic,OneYear,Yes,No,77.05,727.55,8,No
C00550,Female,No,No,No,ATT,Electronic,Month-to-Month,No,Yes,130.0,1969.0,14,No
C00551,Male,Yes,Yes,No,ATT,BankTransfer,TwoYear,No,No,97.55,4628.82,47,No
C00552,Female,Yes,Yes,Yes,None,CreditCard,Month-to-Month,No,No,39.33,1490.14,36,No
C00553,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,Yes,No,78.23,4116.67,52,No
C00554,Male,No,Yes,No,None,BankTransfer,Month-to-Month,Yes,No,71.33,4792.63,66,No
C00555,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,99.79,2340.39,23,No
C00556,Male,No,Yes,No,ATT,MailedCheck,Month-to-Month,No,Yes,123.4,1871.21,14,Yes
C00557,Female,No,No,Yes,ATT,Electronic,Month-to-Month,No,Yes,130.0,271.91,1,Yes
C00558,Female,No,No,No,ATT,BankTransfer,Month-to-Month,Yes,No,94.58,5213.6,55,Yes
C00559,Male,Yes,Yes,No,Other,BankTransfer,Month-to-Month,Yes,Yes,69.98,4036.62,55,No
C00560,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,108.55,3847.82,34,Yes
C00561,Female,No,No,No,None,Electronic,Month-to-Month,No,Yes,51.04,1410.44,25,No
C00562,Male,No,Yes,No,None,MailedCheck,OneYear,No,Yes,92.16,1974.86,21,No
C00563,Male,Yes,Yes,No,None,BankTransfer,Month-to-Month,No,No,56.6,3014.18,52,No
C00564,Male,No,Yes,Yes,ATT,MailedCheck,Month-to-Month,No,No,125.0,2024.65,16,Yes
C00565,Male,Yes,Yes,Yes,None,BankTransfer,OneYear,No,No,57.61,2947.58,51,No
C00566,Female,No,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,88.83,278.23,2,Yes
C00567,Female,No,No,Yes,ATT,CreditCard,OneYear,Yes,Yes,109.91,858.42,7,Yes
C00568,Male,No,No,Yes,ATT,Electronic,OneYear,Yes,Yes,108.45,5533.27,50,No
C00569,Male,No,Yes,Yes,ATT,CreditCard,OneYear,Yes,No,120.63,6762.41,56,No
C00570,Female,Yes,No,No,None,CreditCard,Month-to-Month,Yes,No,37.31,1568.05,38,No
C00571,Female,Yes,No,No,ATT,Electronic,Month-to-Month,No,No,88.43,1596.32,18,No
C00572,Female,Yes,Yes,No,ATT,Electronic,OneYear,No,No,89.74,3011.38,32,No
C00573,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,No,No,55.15,823.2,12,No
C00574,Female,Yes,No,Yes,Other,CreditCard,OneYear,Yes,No,104.35,836.23,8,No
C00575,Male,Yes,No,Yes,ATT,Electronic,OneYear,Yes,No,83.21,2277.71,27,No
C00576,Male,No,No,No,ATT,Electronic,Month-to-Month,No,Yes,103.52,7504.21,72,Yes
C00577,Female,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,No,48.32,1854.85,38,No
C00578,Female,No,No,Yes,Other,BankTransfer,Month-to-Month,Yes,No,128.26,5601.53,43,Yes
C00579,Male,No,No,Yes,ATT,CreditCard,Month-to-Month,No,No,92.48,5167.12,54,Yes
C00580,Male,No,Yes,No,None,Electronic,TwoYear,Yes,No,76.92,5254.58,68,No
C00581,Female,Yes,Yes,No,ATT,CreditCard,Month-to-Month,No,No,98.42,511.83,4,Yes
C00582,Female,No,No,No,ATT,MailedCheck,TwoYear,No,No,46.83,1431.24,28,No
C00583,Male,No,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,113.03,3882.29,33,No
C00584,Male,Yes,No,Yes,ATT,BankTransfer,OneYear,Yes,No,125.63,4592.69,35,No
C00585,Male,Yes,No,No,ATT,MailedCheck,Month-to-Month,Yes,Yes,113.56,5293.02,46,Yes
C00586,Male,Yes,No,Yes,Other,BankTransfer,Month-to-Month,Yes,Yes,98.15,795.79,7,Yes
C00587,Female,No,No,No,Other,MailedCheck,Month-to-Month,No,Yes,95.45,6448.44,66,Yes
C00588,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,90.48,4573.6,49,No
C00589,Female,Yes,Yes,Yes,Other,BankTransfer,Month-to-Month,Yes,No,123.47,8094.46,64,No
C00590,Female,Yes,No,No,None,Electronic,Month-to-Month,No,No,32.54,1108.72,32,No
C00591,Male,Yes,No,No,ATT,BankTransfer,OneYear,No,No,78.45,1894.61,22,No
C00592,Male,No,No,No,Other,Electronic,OneYear,No,No,28.16,465.93,10,No
C00593,Female,Yes,No,Yes,Other,MailedCheck,Month-to-Month,No,Yes,120.47,3599.93,29,Yes
C00594,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,No,105.38,515.94,4,Yes
C00595,Female,No,No,Yes,ATT,Electronic,OneYear,No,Yes,83.47,2114.51,24,No
C00596,Male,No,No,Yes,None,MailedCheck,Month-to-Month,No,No,40.4,435.23,8,Yes
C00597,Male,Yes,Yes,Yes,ATT,CreditCard,Month-to-Month,No,No,81.82,5839.19,69,No
C00598,Male,No,Yes,Yes,ATT,MailedCheck,OneYear,Yes,Yes,88.14,913.26,9,No
C00599,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,81.79,5355.62,65,No
C00600,Female,Yes,No,No,None,CreditCard,OneYear,No,No,18.0,501.84,17,No
C00601,Female,No,No,No,Other,MailedCheck,Month-to-Month,No,No,41.79,2981.09,67,Yes
C00602,Male,Yes,No,Yes,ATT,CreditCard,Month-to-Month,No,No,79.96,4401.19,55,No
C00603,Male,Yes,No,Yes,None,BankTransfer,OneYear,Yes,No,42.23,943.53,22,No
C00604,Male,Yes,No,Yes,None,BankTransfer,Month-to-Month,No,Yes,47.79,86.91,1,No
C00605,Male,Yes,No,No,None,CreditCard,TwoYear,No,Yes,66.93,2208.12,32,No
C00606,Male,No,No,Yes,ATT,Electronic,TwoYear,No,No,77.16,4951.65,64,No
C00607,Male,Yes,No,Yes,None,MailedCheck,OneYear,No,No,65.04,3076.85,47,No
C00608,Male,No,Yes,Yes,ATT,MailedCheck,TwoYear,Yes,No,100.34,5489.3,53,No
C00609,Male,Yes,No,Yes,ATT,CreditCard,TwoYear,Yes,Yes,107.93,7465.83,69,No
C00610,Male,Yes,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,70.68,644.74,7,No
C00611,Male,Yes,Yes,No,ATT,MailedCheck,TwoYear,Yes,No,106.84,1389.27,12,No
C00612,Female,Yes,No,No,ATT,Electronic,Month-to-Month,No,Yes,103.22,4375.77,41,No
C00613,Male,No,Yes,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,105.47,3433.44,31,Yes
C00614,Female,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,89.67,1472.56,15,Yes
C00615,Female,No,No,Yes,None,BankTransfer,OneYear,No,Yes,60.68,2252.33,35,No
C00616,Female,Yes,Yes,No,ATT,Electronic,OneYear,Yes,No,112.0,6555.22,57,No
C00617,Female,No,No,No,Other,CreditCard,OneYear,Yes,No,41.48,560.97,11,No
C00618,Female,No,Yes,No,ATT,BankTransfer,Month-to-Month,Yes,No,88.68,1334.65,14,No
C00619,Female,Yes,No,Yes,ATT,BankTransfer,TwoYear,Yes,Yes,86.15,1408.09,16,No
C00620,Male,No,No,Yes,Other,BankTransfer,Month-to-Month,No,No,101.61,5008.63,48,Yes
C00621,Female,No,Yes,Yes,None,CreditCard,Month-to-Month,No,No,71.07,2767.07,37,Yes
C00622,Male,No,No,No,ATT,BankTransfer,TwoYear,Yes,No,84.48,2322.55,27,Yes
C00623,Male,No,Yes,Yes,Other,MailedCheck,OneYear,No,No,76.66,2225.42,29,No
C00624,Male,No,No,No,ATT,Electronic,TwoYear,No,Yes,107.8,4421.33,40,No
C00625,Female,No,No,No,Other,BankTransfer,TwoYear,Yes,No,74.9,5379.88,71,No
C00626,Female,Yes,Yes,No,None,BankTransfer,Month-to-Month,No,No,37.59,587.56,13,No
C00627,Male,Yes,Yes,Yes,ATT,Electronic,Month-to-Month,No,No,81.95,4473.48,54,Yes
C00628,Female,Yes,No,Yes,Other,BankTransfer,OneYear,Yes,No,86.51,4430.46,49,No
C00629,Female,Yes,Yes,Yes,ATT,CreditCard,Month-to-Month,No,No,76.6,3259.37,42,No
C00630,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,No,63.0,2796.01,43,No
C00631,Female,No,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,118.71,2279.03,19,Yes
C00632,Female,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,109.58,5417.48,48,No
C00633,Male,Yes,No,Yes,ATT,CreditCard,OneYear,No,Yes,88.99,1864.57,19,No
C00634,Male,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,130.0,6962.63,53,No
C00635,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,126.89,1088.03,7,No
C00636,Male,Yes,Yes,Yes,ATT,BankTransfer,OneYear,Yes,Yes,111.01,1041.4,9,No
C00637,Female,No,Yes,No,None,BankTransfer,Month-to-Month,No,No,20.82,945.56,40,No
C00638,Female,Yes,Yes,Yes,ATT,MailedCheck,Month-to-Month,Yes,No,117.74,3738.56,31,Yes
C00639,Male,No,Yes,Yes,ATT,Electronic,Month-to-Month,No,Yes,130.0,3646.95,28,Yes
C00640,Female,Yes,No,Yes,None,Electronic,OneYear,Yes,Yes,40.14,1282.41,27,No
C00641,Male,Yes,No,Yes,ATT,CreditCard,OneYear,No,Yes,69.2,1526.81,22,No
C00642,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,85.67,2454.8,27,Yes
C00643,Male,No,No,Yes,Other,Electronic,OneYear,No,Yes,76.67,1720.17,22,No
C00644,Male,No,No,No,ATT,BankTransfer,Month-to-Month,Yes,Yes,130.0,6833.38,52,Yes
C00645,Female,No,Yes,Yes,None,BankTransfer,Month-to-Month,No,No,57.35,4022.98,70,No
C00646,Male,No,Yes,No,None,MailedCheck,Month-to-Month,No,No,34.08,1001.49,24,No
C00647,Female,No,No,Yes,None,Electronic,Month-to-Month,No,No,49.4,1757.46,34,No
C00648,Female,No,No,No,None,CreditCard,Month-to-Month,No,No,76.36,2780.4,34,No
C00649,Male,No,No,Yes,ATT,CreditCard,TwoYear,No,No,55.92,2551.79,45,No
C00650,Male,No,No,Yes,ATT,MailedCheck,Month-to-Month,Yes,Yes,95.39,4463.07,46,No
C00651,Male,No,No,Yes,ATT,BankTransfer,TwoYear,Yes,No,127.32,7248.29,56,No
C00652,Male,No,Yes,Yes,Other,CreditCard,OneYear,No,Yes,92.78,4383.77,46,No
C00653,Female,No,No,No,ATT,Electronic,Month-to-Month,No,No,85.95,914.34,10,No
C00654,Female,No,No,No,None,CreditCard,Month-to-Month,Yes,No,81.63,2063.25,25,Yes
C00655,Male,No,No,No,None,CreditCard,TwoYear,No,No,48.99,2019.77,40,No
C00656,Male,No,No,Yes,ATT,Electronic,Month-to-Month,Yes,No,130.0,3895.14,29,Yes
C00657,Female,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,119.66,1143.85,8,Yes
C00658,Male,Yes,No,No,ATT,BankTransfer,TwoYear,Yes,Yes,76.43,1726.49,20,No
C00659,Male,No,No,Yes,None,Electronic,Month-to-Month,No,No,37.21,243.01,6,No
C00660,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,No,77.56,3853.17,48,No
C00661,Female,Yes,No,No,ATT,Electronic,TwoYear,No,Yes,109.04,2094.12,19,No
C00662,Female,No,No,Yes,ATT,CreditCard,TwoYear,Yes,No,96.62,6330.32,64,No
C00663,Female,No,No,Yes,Other,Electronic,OneYear,Yes,No,111.69,2581.75,23,Yes
C00664,Female,No,Yes,No,ATT,BankTransfer,Month-to-Month,No,Yes,102.12,1846.1,18,Yes
C00665,Female,No,No,No,ATT,CreditCard,TwoYear,Yes,Yes,93.23,2436.63,24,Yes
C00666,Male,No,No,Yes,Other,Electronic,TwoYear,No,Yes,83.21,4692.75,55,Yes
C00667,Male,Yes,No,Yes,None,CreditCard,Month-to-Month,No,No,41.53,2004.61,45,No
C00668,Male,No,No,Yes,None,BankTransfer,Month-to-Month,Yes,Yes,41.38,2875.43,65,No
C00669,Male,No,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,130.0,2520.48,18,Yes
C00670,Female,No,No,Yes,ATT,Electronic,TwoYear,Yes,No,112.78,4183.5,36,No
C00671,Female,No,No,No,Other,BankTransfer,OneYear,No,No,69.8,3778.99,54,No
C00672,Female,No,No,Yes,ATT,BankTransfer,TwoYear,Yes,Yes,106.61,2033.51,19,Yes
C00673,Male,No,No,Yes,ATT,Electronic,TwoYear,No,Yes,117.99,2410.66,20,No
C00674,Female,No,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,119.12,5882.82,49,Yes
C00675,Female,No,Yes,No,ATT,CreditCard,TwoYear,Yes,No,77.55,5445.23,68,Yes
C00676,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,Yes,77.37,4320.64,54,No
C00677,Male,Yes,No,No,Other,MailedCheck,Month-to-Month,No,Yes,96.6,4491.31,46,No
C00678,Female,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,79.25,1370.4,17,Yes
C00679,Female,No,No,Yes,ATT,CreditCard,OneYear,Yes,Yes,119.57,1346.87,11,Yes
C00680,Female,No,Yes,No,None,CreditCard,OneYear,No,No,60.81,632.05,8,No
C00681,Female,Yes,Yes,No,ATT,BankTransfer,TwoYear,Yes,Yes,83.21,1842.01,20,Yes
C00682,Male,Yes,No,Yes,None,CreditCard,Month-to-Month,No,No,34.6,487.99,14,No
C00683,Male,No,No,Yes,None,BankTransfer,OneYear,No,No,57.13,2689.91,46,No
C00684,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,Yes,110.04,7494.71,68,Yes
C00685,Male,No,No,No,Other,Electronic,Month-to-Month,No,Yes,99.29,5788.23,57,Yes
C00686,Female,No,Yes,No,None,Electronic,OneYear,No,No,53.97,2753.9,48,No
C00687,Female,Yes,No,Yes,Other,CreditCard,OneYear,No,No,99.9,5663.77,55,No
C00688,Male,No,Yes,No,ATT,Electronic,Month-to-Month,No,No,107.59,5133.97,47,No
C00689,Female,Yes,No,No,ATT,Electronic,OneYear,No,No,86.76,2621.6,28,No
C00690,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,113.79,4001.31,34,Yes
C00691,Female,No,No,Yes,ATT,MailedCheck,Month-to-Month,Yes,No,107.83,5754.26,53,Yes
C00692,Male,No,No,Yes,ATT,BankTransfer,TwoYear,No,No,34.28,2454.78,67,No
C00693,Male,Yes,No,Yes,Other,MailedCheck,OneYear,No,No,51.58,2198.47,42,No
C00694,Male,Yes,No,Yes,Other,BankTransfer,TwoYear,No,Yes,114.64,2023.86,16,No
C00695,Male,No,No,Yes,Other,CreditCard,Month-to-Month,Yes,No,90.39,5142.37,55,Yes
C00696,Female,Yes,Yes,No,Other,MailedCheck,Month-to-Month,No,No,93.83,191.04,1,No
C00697,Male,No,No,Yes,None,Electronic,OneYear,No,Yes,92.94,1219.7,12,No
C00698,Female,No,No,Yes,ATT,BankTransfer,TwoYear,No,No,96.37,6269.39,63,No
C00699,Male,Yes,No,No,None,BankTransfer,Month-to-Month,Yes,No,71.99,835.45,10,No
C00700,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,87.59,3128.57,35,No
C00701,Male,Yes,Yes,No,ATT,MailedCheck,TwoYear,No,Yes,46.89,3188.42,64,No
C00702,Female,Yes,Yes,No,ATT,BankTransfer,OneYear,Yes,No,92.02,819.95,7,No
C00703,Female,No,No,No,Other,Electronic,OneYear,No,No,30.32,1638.98,51,No
C00704,Male,Yes,Yes,No,ATT,BankTransfer,Month-to-Month,No,Yes,95.77,1472.4,14,No
C00705,Female,No,Yes,No,None,BankTransfer,Month-to-Month,No,No,44.23,713.48,14,Yes
C00706,Female,No,No,Yes,None,BankTransfer,Month-to-Month,Yes,No,78.01,638.1,6,No
C00707,Male,Yes,No,No,ATT,MailedCheck,TwoYear,No,No,106.12,2838.57,25,No
C00708,Female,No,No,No,Other,MailedCheck,OneYear,No,Yes,49.82,1952.34,38,No
C00709,Male,No,Yes,Yes,None,BankTransfer,OneYear,No,Yes,75.38,3109.29,39,No
C00710,Female,Yes,Yes,No,None,BankTransfer,TwoYear,No,Yes,49.86,3308.07,65,No
C00711,Female,Yes,Yes,No,ATT,BankTransfer,Month-to-Month,No,No,79.17,4295.07,54,No
C00712,Female,No,No,No,ATT,MailedCheck,Month-to-Month,Yes,No,102.37,714.81,6,Yes
C00713,Female,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,77.91,977.7,10,No
C00714,Male,Yes,No,No,ATT,Electronic,OneYear,No,No,83.71,3287.14,39,Yes
C00715,Male,Yes,No,Yes,Other,BankTransfer,TwoYear,No,No,37.07,2364.59,59,No
C00716,Male,Yes,No,Yes,Other,MailedCheck,TwoYear,No,No,49.69,2797.75,56,No
C00717,Male,Yes,Yes,Yes,ATT,MailedCheck,TwoYear,No,No,86.13,4230.14,49,No
C00718,Female,Yes,Yes,Yes,Other,Electronic,Month-to-Month,Yes,Yes,70.43,2505.9,33,No
C00719,Female,Yes,Yes,Yes,None,Electronic,OneYear,Yes,No,87.38,1204.73,13,No
C00720,Female,Yes,No,Yes,None,CreditCard,Month-to-Month,No,No,51.5,3235.16,62,Yes
C00721,Female,Yes,Yes,Yes,ATT,Electronic,TwoYear,No,No,70.38,2289.09,32,No
C00722,Female,Yes,No,No,None,BankTransfer,TwoYear,No,No,39.04,2768.43,67,No
C00723,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,Yes,130.0,8357.81,64,Yes
C00724,Male,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,113.35,4435.15,39,Yes
C00725,Female,Yes,No,Yes,None,BankTransfer,Month-to-Month,Yes,No,68.92,1802.52,24,Yes
C00726,Female,No,No,Yes,ATT,Electronic,OneYear,Yes,No,117.65,6292.59,52,No
C00727,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,No,105.44,6121.65,57,Yes
C00728,Male,No,No,Yes,None,Electronic,Month-to-Month,No,Yes,50.08,2357.15,47,Yes
C00729,Male,No,Yes,No,Other,BankTransfer,TwoYear,No,Yes,63.57,2207.88,34,No
C00730,Male,No,No,Yes,Other,BankTransfer,OneYear,No,Yes,61.91,2039.16,32,No
C00731,Female,No,Yes,No,ATT,BankTransfer,Month-to-Month,Yes,Yes,126.58,800.52,6,No
C00732,Female,Yes,Yes,No,None,BankTransfer,Month-to-Month,No,No,60.52,3288.45,53,No
C00733,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,126.92,7779.98,61,No
C00734,Female,No,Yes,Yes,ATT,Electronic,Month-to-Month,No,No,82.16,3147.85,36,No
C00735,Male,No,No,Yes,ATT,MailedCheck,Month-to-Month,No,Yes,130.0,1210.48,9,Yes
C00736,Female,No,No,Yes,ATT,CreditCard,Month-to-Month,No,Yes,130.0,9293.21,71,No
C00737,Female,Yes,No,Yes,None,Electronic,Month-to-Month,Yes,Yes,57.68,3257.92,56,No
C00738,Female,Yes,No,Yes,None,BankTransfer,OneYear,No,No,45.72,1913.85,40,No
C00739,Female,No,Yes,Yes,Other,CreditCard,Month-to-Month,Yes,Yes,93.23,5665.08,59,Yes
C00740,Male,No,No,Yes,Other,MailedCheck,TwoYear,No,No,69.94,4353.85,62,No
C00741,Female,No,No,Yes,ATT,Electronic,OneYear,No,No,92.59,837.2,7,No
C00742,Female,No,Yes,Yes,None,MailedCheck,OneYear,Yes,No,84.7,3100.29,35,No
C00743,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,79.48,1377.65,15,Yes
C00744,Female,No,Yes,No,ATT,BankTransfer,Month-to-Month,Yes,No,118.1,7990.7,67,Yes
C00745,Female,Yes,No,Yes,None,Electronic,TwoYear,Yes,No,78.95,4902.4,61,No
C00746,Female,Yes,No,No,ATT,Electronic,OneYear,No,No,92.37,5316.02,57,No
C00747,Male,No,No,Yes,None,Electronic,Month-to-Month,No,No,47.49,1542.24,29,No
C00748,Male,No,Yes,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,107.76,941.73,7,Yes
C00749,Male,No,No,Yes,Other,BankTransfer,OneYear,Yes,No,51.65,1643.79,28,No
C00750,Female,Yes,No,No,Other,CreditCard,OneYear,No,Yes,71.28,2678.23,35,No
C00751,Male,No,Yes,Yes,Other,BankTransfer,OneYear,Yes,Yes,105.2,6333.6,59,Yes
C00752,Male,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,91.06,2192.88,22,No
C00753,Male,No,No,Yes,Other,BankTransfer,TwoYear,No,No,37.22,1131.71,30,No
C00754,Male,No,Yes,No,ATT,MailedCheck,Month-to-Month,No,Yes,77.78,3635.75,45,Yes
C00755,Male,Yes,No,No,None,BankTransfer,Month-to-Month,No,No,50.01,1646.64,30,No
C00756,Female,No,No,Yes,None,BankTransfer,Month-to-Month,No,Yes,71.78,2385.52,33,Yes
C00757,Male,Yes,No,No,ATT,Electronic,OneYear,No,Yes,113.73,3870.51,34,No
C00758,Female,No,No,Yes,None,BankTransfer,Month-to-Month,No,No,77.52,5549.52,71,No
C00759,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,80.08,1714.87,21,Yes
C00760,Female,No,No,No,ATT,BankTransfer,OneYear,No,Yes,116.93,6218.99,52,Yes
C00761,Female,No,No,Yes,None,BankTransfer,Month-to-Month,Yes,No,106.83,318.03,2,Yes
C00762,Female,Yes,No,No,ATT,BankTransfer,OneYear,No,No,58.0,1544.22,24,No
C00763,Male,Yes,Yes,No,Other,Electronic,Month-to-Month,No,No,100.43,2156.52,20,Yes
C00764,Female,No,No,No,Other,Electronic,Month-to-Month,No,Yes,103.43,4743.2,45,No
C00765,Male,No,Yes,No,ATT,MailedCheck,Month-to-Month,Yes,No,92.62,5664.58,61,Yes
C00766,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,118.95,5292.93,44,No
C00767,Female,Yes,No,Yes,Other,BankTransfer,OneYear,Yes,No,94.89,1425.22,14,No
C00768,Male,Yes,Yes,No,ATT,Electronic,Month-to-Month,No,Yes,89.18,5206.99,58,No
C00769,Female,No,No,Yes,ATT,CreditCard,Month-to-Month,No,Yes,122.28,1542.26,11,Yes
C00770,Female,No,No,No,None,MailedCheck,Month-to-Month,No,Yes,40.26,741.65,16,No
C00771,Male,No,No,Yes,Other,Electronic,OneYear,Yes,Yes,65.5,3874.37,57,No
C00772,Female,Yes,No,No,ATT,Electronic,TwoYear,No,Yes,83.38,2305.25,26,No
C00773,Male,Yes,No,Yes,ATT,BankTransfer,OneYear,No,No,118.46,6214.57,51,No
C00774,Male,Yes,No,No,ATT,Electronic,OneYear,Yes,No,87.29,625.14,7,No
C00775,Male,No,Yes,Yes,ATT,Electronic,Month-to-Month,No,No,87.26,3449.49,38,No
C00776,Male,No,No,Yes,ATT,MailedCheck,OneYear,No,No,80.6,3662.07,44,No
C00777,Female,No,Yes,Yes,ATT,CreditCard,Month-to-Month,Yes,Yes,113.51,6609.08,58,Yes
C00778,Male,No,Yes,No,ATT,BankTransfer,Month-to-Month,Yes,No,113.15,4075.22,35,No
C00779,Male,Yes,No,No,Other,Electronic,Month-to-Month,Yes,Yes,85.42,3624.7,42,No
C00780,Female,Yes,No,No,ATT,CreditCard,OneYear,Yes,No,96.06,831.16,7,No
C00781,Female,Yes,No,Yes,Other,MailedCheck,TwoYear,Yes,No,99.28,6525.69,64,No
C00782,Female,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,81.71,4273.67,52,Yes
C00783,Male,Yes,No,Yes,ATT,MailedCheck,TwoYear,Yes,Yes,115.44,3400.75,29,No
C00784,Male,No,Yes,No,ATT,BankTransfer,TwoYear,No,No,71.49,2731.47,37,No
C00785,Male,Yes,Yes,No,None,Electronic,TwoYear,No,No,18.0,776.42,42,No
C00786,Male,No,Yes,No,Other,CreditCard,Month-to-Month,Yes,No,80.33,1993.69,24,No
C00787,Male,Yes,No,Yes,Other,Electronic,Month-to-Month,Yes,Yes,114.29,3917.66,33,No
C00788,Female,No,No,Yes,ATT,CreditCard,TwoYear,Yes,No,71.76,4131.82,55,No
C00789,Male,No,No,Yes,None,BankTransfer,Month-to-Month,No,No,42.88,2469.84,57,No
C00790,Female,Yes,Yes,No,None,MailedCheck,Month-to-Month,Yes,No,65.56,174.52,1,Yes
C00791,Female,Yes,Yes,Yes,ATT,CreditCard,Month-to-Month,No,Yes,104.81,7263.35,68,No
C00792,Female,No,Yes,No,ATT,MailedCheck,Month-to-Month,Yes,Yes,117.45,2402.04,20,No
C00793,Male,Yes,No,Yes,None,Electronic,Month-to-Month,Yes,Yes,103.86,7531.6,72,No
C00794,Female,Yes,No,No,ATT,CreditCard,OneYear,No,No,76.26,4518.24,59,No
C00795,Female,No,No,No,None,CreditCard,Month-to-Month,No,Yes,49.52,2925.37,59,No
C00796,Female,No,No,No,Other,Electronic,TwoYear,Yes,No,102.11,5941.21,57,Yes
C00797,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,85.02,5707.85,66,Yes
C00798,Male,No,No,No,ATT,CreditCard,Month-to-Month,No,Yes,101.86,134.59,1,Yes
C00799,Male,No,No,No,Other,BankTransfer,Month-to-Month,Yes,No,102.02,6488.75,62,Yes
C00800,Female,Yes,No,Yes,None,BankTransfer,OneYear,No,No,42.6,894.65,18,No
C00801,Male,No,No,No,None,Electronic,OneYear,No,Yes,31.76,457.43,11,Yes
C00802,Male,No,No,Yes,None,BankTransfer,Month-to-Month,No,No,73.04,2231.79,29,No
C00803,Male,Yes,No,Yes,ATT,CreditCard,TwoYear,No,No,93.36,2115.68,21,No
C00804,Male,No,Yes,Yes,None,CreditCard,Month-to-Month,No,No,39.4,706.85,17,Yes
C00805,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,97.19,6895.94,70,No
C00806,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,Yes,82.73,1395.6,15,No
C00807,Male,No,Yes,No,None,Electronic,Month-to-Month,Yes,Yes,80.03,2425.03,28,No
C00808,Male,Yes,Yes,Yes,Other,BankTransfer,Month-to-Month,Yes,Yes,114.84,5313.05,45,Yes
C00809,Female,No,Yes,No,Other,CreditCard,TwoYear,Yes,No,56.11,3822.39,65,No
C00810,Male,No,No,Yes,None,MailedCheck,TwoYear,Yes,Yes,90.71,6388.97,70,Yes
C00811,Female,Yes,No,Yes,None,CreditCard,OneYear,No,No,80.56,2359.07,27,No
C00812,Male,Yes,No,No,ATT,CreditCard,Month-to-Month,Yes,No,87.05,1437.7,16,No
C00813,Female,Yes,Yes,Yes,None,CreditCard,TwoYear,Yes,No,98.33,4730.19,47,No
C00814,Male,Yes,Yes,Yes,None,CreditCard,TwoYear,No,No,67.54,3745.54,53,No
C00815,Male,Yes,No,Yes,ATT,CreditCard,OneYear,Yes,No,65.34,1755.34,24,No
C00816,Female,Yes,Yes,Yes,ATT,Electronic,Month-to-Month,Yes,No,91.81,1482.83,14,No
C00817,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,112.31,3545.42,31,No
