fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.06,0.417,0.26,1.58,0.0683,11,39,0.9979,3.31,0.712,10.5,6
8.44,0.464,0.293,1.61,0.042,20,24,0.9978,3.26,0.764,11.0,6
9.01,0.513,0.19,2.92,0.0396,8,57,0.9976,3.34,0.57,10.6,5
7.98,0.749,0.294,2.66,0.086,13,60,0.9987,3.39,0.466,10.3,4
7.61,0.788,0.223,4.57,0.1029,24,74,0.9996,3.32,0.611,9.3,3
12.8,0.246,0.59,1.08,0.0155,7,6,0.9953,3.05,1.038,12.1,8
8.33,0.516,0.278,3.32,0.1228,21,64,0.9993,3.42,0.553,10.0,4
7.14,0.669,0.172,3.19,0.0616,21,44,0.9972,3.39,0.645,10.1,4
8.57,0.735,0.031,2.21,0.1443,21,81,0.9984,3.36,0.615,10.1,3
11.04,0.547,0.42,2.21,0.1036,14,36,0.9967,3.31,0.54,10.9,6
9.64,0.418,0.404,0.5,0.0825,7,6,0.995,2.95,0.949,13.0,8
7.71,0.731,0.123,4.05,0.108,22,74,0.9976,3.49,0.567,9.2,3
7.66,0.339,0.361,1.94,0.0371,15,23,0.9966,3.18,0.663,12.2,7
7.33,0.68,0.171,3.92,0.1177,14,57,0.9971,3.47,0.421,9.2,3
6.6,0.632,0.015,1.64,0.0745,18,49,0.9984,3.28,0.584,9.9,4
11.14,0.442,0.501,0.5,0.0455,11,34,0.9954,3.14,0.978,12.0,8
10.82,0.1,0.535,0.76,0.0484,14,12,0.9951,3.09,1.007,12.3,8
11.36,0.277,0.534,1.87,0.0453,11,6,0.996,3.14,0.918,12.7,8
8.9,0.552,0.411,1.16,0.0379,9,45,0.9977,3.49,0.711,11.0,6
7.87,0.502,0.259,2.37,0.1088,22,41,0.9971,3.23,0.661,10.0,5
10.71,0.117,0.485,0.5,0.0584,6,22,0.9969,3.08,0.715,13.4,8
7.39,0.74,0.13,2.11,0.1212,12,21,0.9978,3.43,0.445,9.5,4
9.81,0.433,0.344,1.79,0.0455,17,8,0.9961,3.21,0.632,10.7,6
11.3,0.491,0.23,2.61,0.1004,16,25,0.9972,3.35,0.565,10.9,5
6.77,0.644,0.228,3.0,0.1164,20,66,0.9977,3.4,0.683,10.2,4
10.43,0.445,0.434,2.07,0.0903,11,29,0.9958,3.33,0.712,12.1,7
10.65,0.1,0.493,2.04,0.032,21,38,0.9963,3.39,0.738,12.7,7
9.14,0.85,0.0,2.06,0.0919,19,50,0.9982,3.48,0.489,9.3,3
7.71,0.676,0.12,2.88,0.1076,13,91,0.9978,3.34,0.535,9.2,3
9.71,0.368,0.288,1.86,0.0956,8,34,0.9954,3.3,0.851,11.0,6
8.4,0.513,0.261,2.49,0.1346,14,64,0.9988,3.37,0.482,10.1,4
8.88,0.113,0.348,0.5,0.0504,11,21,0.9959,3.05,1.017,12.1,8
10.41,0.363,0.223,1.32,0.0662,15,59,0.9967,3.39,0.885,11.6,7
8.7,0.496,0.168,1.29,0.0943,30,71,0.9976,3.41,0.518,10.0,4
7.18,0.658,0.087,3.16,0.1214,27,67,0.9978,3.23,0.605,9.7,3
6.83,0.774,0.068,3.71,0.1414,24,76,0.998,3.56,0.468,9.7,3
6.55,0.271,0.166,2.41,0.0985,12,87,0.9969,3.54,0.587,9.4,4
8.95,0.662,0.157,4.83,0.1408,16,79,0.9967,3.45,0.436,9.5,3
13.01,0.43,0.628,1.52,0.0128,5,15,0.9961,2.97,0.924,12.5,8
12.61,0.287,0.572,1.03,0.0686,11,22,0.9975,3.17,1.03,13.5,8
7.46,0.595,0.153,3.34,0.1182,27,86,0.9986,3.47,0.606,9.0,3
11.57,0.258,0.508,0.97,0.0514,14,11,0.9963,3.09,0.754,12.9,8
5.65,0.926,0.094,4.25,0.1192,16,89,0.9988,3.4,0.669,8.8,3
7.65,0.388,0.315,0.93,0.0911,18,36,0.9971,3.33,0.62,10.7,6
8.84,0.367,0.184,1.12,0.086,18,35,0.9981,3.42,0.595,9.8,5
9.45,0.596,0.347,3.03,0.0991,7,61,0.9988,3.22,0.649,10.7,5
7.88,0.324,0.385,0.81,0.0829,11,13,0.9972,3.16,0.89,12.0,7
7.23,0.792,0.158,4.3,0.131,18,76,0.9987,3.34,0.455,9.5,3
8.44,0.275,0.196,2.65,0.0925,12,31,0.9959,3.31,0.562,9.6,5
8.53,0.673,0.0,3.04,0.0944,9,74,0.9968,3.52,0.587,9.0,4
8.11,0.464,0.345,1.56,0.0631,24,42,0.9961,3.28,0.586,11.1,6
8.19,0.572,0.004,3.59,0.0961,22,68,0.9992,3.38,0.538,9.7,3
10.15,0.24,0.347,1.9,0.0386,10,34,0.9947,3.28,0.831,11.8,7
10.3,0.228,0.291,2.57,0.0291,5,29,0.9968,3.27,0.858,11.6,7
7.0,0.436,0.264,3.15,0.0761,18,64,0.997,3.43,0.735,8.7,4
10.84,0.395,0.407,0.87,0.0158,6,13,0.9961,3.25,0.924,12.0,7
7.93,0.69,0.099,2.82,0.1213,19,58,0.9973,3.51,0.742,9.2,4
11.24,0.406,0.478,1.71,0.0593,10,11,0.9962,3.1,0.853,13.3,8
4.33,0.788,0.199,2.31,0.1385,23,70,0.998,3.63,0.56,9.2,3
7.34,0.76,0.164,2.38,0.1595,11,72,0.9987,3.45,0.458,10.6,3
10.73,0.204,0.507,1.97,0.0298,18,33,0.9961,3.27,1.001,11.8,7
10.58,0.3,0.54,1.56,0.0635,4,8,0.9932,3.22,0.988,13.4,8
7.41,0.594,0.23,3.4,0.109,14,46,0.9965,3.47,0.597,11.1,5
8.63,0.375,0.518,2.02,0.0911,10,21,0.9968,3.09,0.875,11.2,7
9.15,0.424,0.414,2.45,0.0439,10,41,0.9968,3.4,0.672,11.2,6
11.81,0.401,0.439,2.22,0.0396,10,32,0.997,3.28,0.875,13.3,8
11.08,0.304,0.506,0.73,0.022,13,10,0.996,3.24,0.921,13.2,8
9.68,0.204,0.571,0.62,0.0505,14,15,0.997,3.16,0.935,11.8,7
7.59,0.542,0.07,4.25,0.1302,23,61,1.0,3.28,0.346,8.7,3
10.72,0.268,0.405,1.92,0.0642,9,31,0.9951,3.14,0.781,11.2,7
7.48,0.754,0.107,3.97,0.1253,27,66,0.9982,3.52,0.385,9.2,3
10.41,0.224,0.321,0.5,0.0429,10,48,0.9965,3.25,0.829,12.2,7
11.57,0.348,0.395,1.8,0.0553,11,38,0.9968,3.2,1.004,12.1,7
12.37,0.293,0.47,0.97,0.0204,14,37,0.9944,3.19,0.886,13.2,8
8.8,0.665,0.298,2.19,0.1028,9,35,0.9975,3.26,0.635,10.1,5
8.6,0.586,0.378,1.53,0.0663,15,26,0.9983,3.27,0.869,10.7,5
8.54,0.588,0.245,1.38,0.0721,17,18,0.9978,3.39,0.588,9.7,4
7.67,0.786,0.031,2.75,0.1356,14,68,0.998,3.53,0.427,9.1,3
9.56,0.426,0.258,2.24,0.1165,6,60,0.9967,3.25,0.562,11.1,5
7.23,0.802,0.024,3.24,0.1284,21,90,0.9987,3.48,0.462,8.8,3
8.75,0.415,0.272,2.16,0.1145,14,55,0.9978,3.32,0.611,10.6,5
8.98,0.562,0.245,0.93,0.087,6,44,0.9958,3.15,0.721,11.0,6
8.78,0.404,0.292,1.8,0.0966,9,40,0.9977,3.17,0.814,11.0,6
8.97,0.452,0.382,1.49,0.051,10,35,0.9955,3.29,0.948,11.0,7
10.67,0.174,0.481,1.65,0.0833,12,45,0.9966,3.31,0.876,12.0,7
6.65,0.52,0.187,2.94,0.1056,12,56,0.9972,3.39,0.471,10.1,4
12.63,0.357,0.471,0.77,0.0487,5,16,0.9963,3.13,1.061,13.0,8
10.24,0.268,0.578,1.44,0.0736,9,44,0.9959,3.23,0.781,12.2,7
8.4,0.698,0.011,2.46,0.1355,14,87,0.9971,3.6,0.448,8.9,3
9.83,0.376,0.496,2.66,0.0992,2,29,0.9961,3.26,0.816,11.9,7
7.11,0.442,0.206,2.62,0.0714,9,69,0.9985,3.39,0.665,10.6,4
8.29,0.593,0.137,1.54,0.0909,12,42,0.9982,3.38,0.422,10.1,4
10.65,0.302,0.403,0.54,0.0665,14,19,0.9958,3.16,0.909,12.0,8
9.82,0.8,0.093,2.81,0.0927,15,73,0.9997,3.4,0.681,8.7,3
7.36,0.473,0.146,2.77,0.0744,8,66,0.9987,3.35,0.57,9.7,4
10.48,0.522,0.195,2.28,0.0694,15,28,0.996,3.36,0.689,11.1,6
9.97,0.1,0.3,1.65,0.0359,10,42,0.9963,3.15,0.872,11.6,7
8.86,0.401,0.259,2.44,0.0537,4,37,0.9968,3.36,0.735,11.0,6
7.22,0.717,0.0,2.2,0.1399,28,88,0.9987,3.41,0.492,9.1,3
10.07,0.418,0.224,1.92,0.094,13,44,0.9974,3.31,0.657,11.0,6
7.29,0.705,0.137,2.92,0.093,22,37,0.9977,3.26,0.626,9.7,4
8.58,0.503,0.272,0.97,0.0878,22,53,0.9974,3.26,0.571,10.3,5
11.53,0.38,0.474,1.62,0.0636,14,27,0.9965,3.19,1.139,13.0,8
10.26,0.373,0.458,0.79,0.064,11,14,0.9956,3.33,0.594,11.5,7
9.38,0.518,0.448,0.95,0.0599,8,27,0.996,3.26,0.866,12.3,7
9.62,0.369,0.171,2.37,0.0737,17,28,0.9974,3.27,0.75,11.3,6
8.88,0.672,0.175,2.36,0.1085,15,70,0.9989,3.39,0.691,10.8,4
8.41,0.253,0.424,1.51,0.0722,7,44,0.9962,3.37,0.885,11.7,7
12.32,0.179,0.446,0.92,0.0475,6,6,0.9953,3.13,1.027,13.3,8
10.83,0.515,0.528,0.97,0.0696,6,35,0.997,3.23,0.805,11.8,6
6.85,0.616,0.165,3.56,0.1192,18,69,0.9979,3.31,0.556,9.3,4
12.9,0.429,0.506,1.52,0.0522,9,34,0.9966,3.22,0.942,13.1,8
7.98,0.35,0.2,3.01,0.0461,15,32,0.9972,3.19,0.548,10.8,5
10.97,0.374,0.498,2.05,0.0523,11,41,0.9978,3.18,0.744,12.2,7
6.83,0.539,0.159,3.46,0.0857,17,69,0.9985,3.45,0.685,10.0,4
10.85,0.283,0.493,0.66,0.0486,17,21,0.9977,3.07,0.989,12.8,8
9.16,0.11,0.346,1.42,0.087,13,6,0.9973,3.24,0.748,12.0,7
9.99,0.497,0.436,1.84,0.0652,9,33,0.9976,3.22,0.937,10.8,6
7.61,0.815,0.161,3.23,0.1545,14,88,0.9991,3.4,0.619,9.1,3
7.31,0.717,0.01,4.28,0.1011,18,83,0.999,3.34,0.434,9.1,3
7.51,0.57,0.275,1.53,0.0906,14,9,0.9969,3.14,0.615,11.4,6
7.52,0.683,0.187,3.31,0.0778,19,62,0.9987,3.42,0.814,10.0,4
7.65,0.579,0.081,4.74,0.0986,29,83,0.9993,3.57,0.294,8.9,3
10.06,0.261,0.428,1.21,0.0837,11,34,0.9962,3.22,0.787,12.0,7
10.1,0.348,0.516,0.61,0.0544,14,34,0.9953,3.26,0.836,13.1,8
9.9,0.633,0.195,1.98,0.0785,20,33,0.9979,3.29,0.871,10.6,5
5.4,0.722,0.201,2.29,0.1167,24,33,0.9962,3.29,0.643,9.9,4
7.92,0.605,0.217,3.53,0.0505,20,59,0.997,3.32,0.447,9.7,4
7.86,0.39,0.194,3.86,0.0636,3,58,0.9977,3.38,0.697,10.6,5
7.69,0.508,0.04,4.14,0.1011,17,57,0.9975,3.43,0.608,9.7,4
8.67,0.577,0.435,1.45,0.0789,7,15,0.9971,3.35,0.867,11.3,6
7.31,0.577,0.056,1.89,0.1349,14,51,0.9972,3.13,0.832,10.0,5
12.42,0.376,0.517,1.86,0.0508,6,22,0.9951,2.99,0.956,12.9,8
6.06,0.872,0.12,3.05,0.1317,19,98,0.9981,3.38,0.356,8.8,3
6.45,0.407,0.274,1.14,0.0558,14,63,0.9961,3.12,0.8,11.6,6
6.08,0.493,0.245,3.69,0.1099,11,71,0.9966,3.38,0.595,10.3,4
8.13,0.492,0.398,2.19,0.0865,15,37,0.9968,3.32,0.623,10.7,5
8.84,0.572,0.202,3.01,0.0828,19,64,0.9987,3.39,0.681,10.4,4
8.34,0.518,0.451,1.1,0.0657,10,29,0.9968,3.36,0.668,10.0,6
10.17,0.335,0.48,0.5,0.0892,6,42,0.9972,3.31,0.779,11.3,6
8.92,0.521,0.228,2.55,0.0849,12,52,0.9956,3.28,0.611,10.9,5
7.28,0.858,0.006,3.48,0.1154,17,75,0.9985,3.55,0.648,9.2,3
10.42,0.277,0.316,1.87,0.0612,12,47,0.9982,3.26,0.691,10.9,6
7.64,0.498,0.325,2.63,0.0862,18,37,0.9971,3.28,0.6,10.1,5
8.63,0.66,0.237,3.01,0.1045,19,65,0.9976,3.42,0.626,9.7,4
8.62,0.767,0.084,3.04,0.0828,20,58,1.0,3.48,0.621,9.0,3
5.88,0.743,0.035,3.88,0.1027,21,86,0.9982,3.52,0.561,9.3,3
7.34,1.0,0.235,3.87,0.1038,20,83,0.9988,3.47,0.455,8.9,3
6.13,0.656,0.11,3.66,0.1193,22,89,0.998,3.59,0.477,8.4,3
10.15,0.505,0.432,1.5,0.058,12,50,0.9976,3.16,0.68,11.2,6
12.1,0.1,0.288,0.72,0.0285,6,32,0.9943,3.12,0.954,13.3,8
9.95,0.382,0.437,2.25,0.082,6,14,0.9964,3.32,0.635,11.4,6
11.0,0.311,0.549,0.85,0.052,11,13,0.9945,3.09,0.849,12.3,8
12.32,0.222,0.467,0.96,0.0191,12,25,0.996,3.04,0.807,12.7,8
9.43,0.486,0.24,1.76,0.0968,17,34,0.9984,3.26,0.713,10.6,5
9.68,0.419,0.301,1.27,0.085,14,9,0.9965,3.23,0.936,11.2,7
8.8,0.387,0.322,2.61,0.061,16,67,0.9975,3.26,0.741,10.5,5
8.45,0.386,0.373,2.16,0.0574,12,28,0.9963,3.28,0.869,12.5,7
9.6,0.465,0.392,1.41,0.0708,12,16,0.9972,3.25,1.0,12.3,7
10.41,0.283,0.446,1.17,0.0606,5,9,0.9973,3.11,0.883,13.2,8
8.74,0.518,0.212,2.44,0.0383,13,38,0.9971,3.32,0.705,10.2,5
9.9,0.398,0.535,2.21,0.0649,12,26,0.9953,3.24,0.886,12.4,7
10.29,0.499,0.207,1.77,0.0644,11,29,0.9961,3.17,0.584,10.7,6
5.95,0.971,0.054,2.91,0.119,21,76,0.9986,3.39,0.567,8.8,3
6.71,0.369,0.315,1.98,0.0896,6,53,0.9979,3.38,0.628,9.8,5
12.04,0.246,0.421,2.03,0.0929,8,13,0.9939,3.06,1.066,12.7,8
7.62,0.628,0.346,2.49,0.1152,12,33,0.9981,3.32,0.682,11.2,6
8.25,0.586,0.373,1.66,0.1114,12,56,0.998,3.46,0.637,10.5,5
9.65,0.494,0.207,0.5,0.0521,11,46,0.9966,3.32,0.819,10.3,5
9.38,0.1,0.391,1.94,0.0582,6,33,0.9964,3.1,0.943,11.7,7
7.05,0.633,0.117,2.1,0.1093,22,54,0.9975,3.28,0.749,10.0,4
5.72,0.644,0.125,3.15,0.1063,15,53,0.9977,3.2,0.516,9.6,4
7.2,0.721,0.344,2.15,0.1155,11,63,0.9981,3.2,0.72,9.7,4
11.65,0.3,0.529,0.83,0.0533,5,29,0.996,3.15,1.067,12.9,8
7.47,0.647,0.176,2.51,0.1079,11,62,0.9974,3.41,0.597,9.7,4
10.22,0.524,0.379,1.31,0.0492,7,32,0.9974,3.19,0.799,12.5,7
6.24,0.358,0.148,2.52,0.063,10,50,0.9964,3.34,0.63,10.3,5
10.83,0.566,0.488,2.28,0.0477,3,22,0.9962,3.22,0.902,12.4,8
10.49,0.298,0.53,1.09,0.0507,7,15,0.9955,3.11,0.89,13.1,8
8.37,0.262,0.417,2.19,0.0757,21,26,0.9966,3.27,0.527,10.7,6
11.5,0.286,0.468,2.35,0.0693,6,42,0.9959,3.35,0.755,11.7,6
10.56,0.409,0.151,2.39,0.111,8,50,0.9972,3.35,0.742,10.6,5
8.47,0.646,0.069,1.88,0.09,9,29,0.9975,3.29,0.653,10.7,5
8.11,0.37,0.154,2.08,0.0666,25,19,0.9972,3.24,0.697,10.6,5
9.16,0.613,0.318,3.47,0.1215,20,73,0.9985,3.41,0.519,10.4,4
10.03,0.415,0.212,0.91,0.0771,13,29,0.996,3.44,0.582,10.6,5
8.15,0.354,0.321,0.84,0.0329,13,32,0.9965,3.23,0.881,12.2,7
7.66,0.633,0.0,3.75,0.1065,17,43,0.9971,3.47,0.715,10.2,4
8.43,0.675,0.252,3.7,0.0691,20,76,0.9982,3.29,0.781,9.9,4
6.5,0.658,0.334,2.35,0.0498,17,67,0.9983,3.32,0.532,10.9,5
9.44,0.273,0.412,1.6,0.0972,1,38,0.9965,3.18,0.894,12.9,8
8.85,0.346,0.224,1.86,0.0799,17,37,0.9954,3.27,0.862,11.5,6
9.62,0.281,0.552,0.88,0.0378,4,30,0.9969,3.14,0.83,12.9,8
7.22,0.462,0.142,3.42,0.1553,20,71,0.9991,3.32,0.515,9.8,4
7.63,0.706,0.202,3.19,0.1316,18,67,0.998,3.42,0.628,10.1,4
9.48,0.303,0.483,2.73,0.0362,3,11,0.9968,3.24,0.886,12.2,7
9.36,0.502,0.343,2.18,0.0905,15,28,0.9959,3.29,0.76,10.5,6
8.84,0.448,0.257,1.62,0.0832,23,15,0.9974,3.2,0.677,10.8,6
7.0,0.527,0.252,2.21,0.0774,18,47,0.9963,3.28,0.754,11.6,6
7.43,0.449,0.206,3.33,0.1245,22,76,0.9985,3.33,0.55,9.5,4
8.98,0.289,0.435,2.49,0.0845,9,41,0.9962,3.36,0.76,11.0,6
9.2,0.497,0.354,2.39,0.0448,8,22,0.9958,3.19,0.73,11.2,7
7.48,0.919,0.28,3.23,0.1331,21,80,1.0,3.55,0.578,9.4,3
10.32,0.262,0.381,1.32,0.0471,6,6,0.9961,3.19,0.99,12.5,8
10.68,0.332,0.323,1.88,0.0533,4,27,0.9958,3.22,0.873,11.6,7
10.05,0.441,0.48,2.47,0.1086,10,37,0.9962,3.18,0.815,11.3,6
9.44,0.453,0.378,1.94,0.0404,21,22,0.996,3.29,0.792,11.2,6
6.28,0.77,0.0,3.22,0.1289,29,74,0.9981,3.33,0.499,9.2,3
7.87,0.333,0.275,1.64,0.072,7,51,0.9973,3.22,0.769,10.8,6
8.86,0.697,0.172,2.79,0.0916,20,63,0.9967,3.26,0.623,9.5,4
9.43,0.402,0.318,1.75,0.0659,12,32,0.9972,3.32,0.85,11.1,6
7.71,0.645,0.008,4.47,0.1067,19,69,0.998,3.53,0.559,9.2,3
9.27,0.437,0.46,2.05,0.0568,11,31,0.9972,3.24,0.721,10.9,6
9.48,0.211,0.555,0.5,0.0569,3,12,0.9973,3.16,0.949,13.1,8
9.44,0.922,0.005,3.44,0.1371,26,67,0.9981,3.64,0.494,9.0,3
8.33,0.298,0.295,1.57,0.0778,12,40,0.9973,3.2,0.817,11.3,6
7.69,0.743,0.196,2.94,0.1344,25,65,0.9991,3.35,0.395,10.4,3
7.5,0.535,0.392,2.2,0.0326,13,57,0.9965,3.22,0.867,11.9,6
11.23,0.356,0.387,0.62,0.0422,9,18,0.9971,3.24,0.803,11.2,7
4.14,0.851,0.168,3.62,0.1389,28,65,0.9984,3.54,0.554,9.1,3
8.15,0.337,0.307,0.57,0.0823,9,34,0.9954,3.11,0.758,11.8,7
6.53,0.765,0.068,2.77,0.1632,19,68,0.999,3.45,0.638,9.1,3
10.89,0.233,0.617,1.82,0.0765,12,18,0.9951,3.3,0.884,12.8,8
8.65,0.627,0.118,2.63,0.1084,19,86,0.9988,3.43,0.587,10.2,4
7.65,0.837,0.182,4.71,0.1129,31,63,0.999,3.53,0.449,9.1,3
6.04,0.857,0.0,2.74,0.1215,26,81,0.9984,3.37,0.44,9.5,3
8.85,0.434,0.306,2.59,0.0547,14,6,0.9969,3.23,0.646,10.8,6
5.66,0.746,0.229,2.86,0.1404,23,50,0.9977,3.33,0.583,9.2,3
8.01,0.637,0.147,2.39,0.0667,18,49,0.9979,3.45,0.582,9.4,4
7.95,0.69,0.239,2.51,0.0961,24,51,0.9973,3.44,0.624,10.2,4
10.46,0.48,0.441,1.54,0.0543,11,34,0.9966,3.12,1.032,12.5,8
11.15,0.249,0.427,1.13,0.0561,12,7,0.9962,3.02,0.923,12.7,8
11.68,0.214,0.415,0.5,0.067,11,31,0.9962,3.03,0.984,12.5,8
5.99,0.716,0.025,3.27,0.1411,24,60,0.9979,3.48,0.468,8.9,3
10.0,0.491,0.476,1.09,0.0564,9,23,0.9954,3.2,0.722,12.0,7
8.01,0.84,0.174,3.56,0.0792,20,89,0.999,3.49,0.527,8.5,3
9.7,0.342,0.379,1.0,0.0625,10,27,0.9954,3.08,0.842,11.8,7
9.47,0.255,0.504,1.47,0.0877,8,20,0.9974,3.27,0.88,13.2,8
9.22,0.467,0.093,3.88,0.0678,25,42,0.9975,3.38,0.425,9.5,4
10.81,0.328,0.518,1.55,0.0855,11,21,0.9955,3.08,0.9,12.5,8
11.09,0.368,0.516,0.6,0.043,15,15,0.9971,3.27,0.961,13.0,8
6.6,0.527,0.236,1.98,0.0725,11,54,0.997,3.25,0.662,10.7,5
11.68,0.327,0.366,1.91,0.077,12,18,0.9976,3.29,0.655,11.0,6
8.98,0.657,0.177,3.45,0.1197,24,73,0.9982,3.43,0.589,9.9,4
7.55,0.477,0.197,2.37,0.1028,21,51,0.9984,3.37,0.728,9.4,4
8.14,0.466,0.21,2.65,0.1247,19,69,0.9978,3.51,0.655,10.2,4
8.96,0.519,0.238,2.21,0.0721,15,25,0.9976,3.39,0.528,10.6,5
9.16,0.384,0.426,0.73,0.0289,7,39,0.9954,3.15,1.099,12.9,8
9.42,0.507,0.243,1.37,0.0826,8,30,0.9963,3.26,0.653,10.8,5
7.81,0.564,0.14,3.04,0.0759,18,67,0.9978,3.23,0.476,9.7,4
8.49,0.481,0.28,2.02,0.0957,9,50,0.9973,3.3,0.855,11.0,5
8.43,0.753,0.277,1.58,0.0843,12,42,0.997,3.27,0.662,10.8,5
10.4,0.455,0.362,2.08,0.0532,7,15,0.9974,3.16,0.848,10.6,6
6.85,0.527,0.171,2.15,0.0719,18,39,0.9973,3.25,0.588,10.2,5
6.44,0.509,0.092,3.12,0.1147,12,50,0.9975,3.38,0.636,9.6,4
9.19,0.337,0.449,1.62,0.0572,3,19,0.9967,3.26,0.807,11.7,6
6.38,0.621,0.0,3.26,0.1256,23,77,0.9994,3.34,0.527,9.2,3
8.3,0.638,0.122,3.8,0.0946,15,44,0.9981,3.35,0.433,10.7,4
10.14,0.275,0.476,1.72,0.043,4,41,0.9956,3.2,0.998,12.7,8
6.62,0.738,0.11,3.27,0.1389,30,97,0.9987,3.51,0.477,9.3,3
11.2,0.24,0.528,0.68,0.0556,4,17,0.9973,3.16,0.966,12.7,8
9.2,0.51,0.184,2.02,0.0759,10,53,0.9972,3.33,0.65,10.6,5
8.27,0.443,0.263,2.24,0.0708,8,40,0.9966,3.17,0.733,11.1,6
7.09,0.702,0.185,3.96,0.1159,22,87,0.9986,3.41,0.663,8.4,3
9.34,0.512,0.168,3.51,0.084,11,48,0.9963,3.33,0.685,10.3,5
11.82,0.34,0.398,1.52,0.0308,7,23,0.9953,3.12,0.942,12.3,8
8.11,0.396,0.392,2.61,0.0448,8,27,0.9953,3.23,0.852,11.3,6
9.13,0.665,0.182,2.48,0.0647,10,66,0.9981,3.23,0.616,10.4,4
9.17,0.525,0.414,2.45,0.1115,17,38,0.9968,3.2,0.81,10.4,5
10.58,0.481,0.412,0.9,0.0492,10,26,0.9957,3.31,0.793,11.0,7
10.95,0.335,0.532,0.5,0.0586,15,9,0.9965,3.15,0.91,12.9,8
9.73,0.416,0.243,1.78,0.0584,13,50,0.9972,3.2,0.816,10.8,6
7.08,0.666,0.13,3.35,0.1081,23,93,0.9983,3.43,0.611,8.9,3
11.43,0.325,0.535,2.59,0.0473,4,24,0.996,3.25,0.888,12.4,8
10.6,0.392,0.384,2.27,0.0755,7,37,0.9959,3.3,0.974,12.3,7
7.41,0.691,0.192,3.29,0.1484,24,95,0.9978,3.44,0.526,9.0,3
8.74,0.468,0.426,1.63,0.09,10,41,0.9968,3.4,0.599,10.3,5
6.98,0.73,0.056,4.19,0.0867,21,65,0.9984,3.63,0.499,8.5,3
9.34,0.453,0.358,2.29,0.0831,13,30,0.9976,3.14,0.544,9.9,5
9.49,0.202,0.511,0.5,0.0282,4,26,0.9954,3.16,0.883,13.0,8
9.4,0.427,0.284,2.3,0.0703,24,39,0.9971,3.38,0.59,10.0,5
8.89,0.285,0.34,1.25,0.0526,18,60,0.9971,3.32,0.674,11.7,6
7.37,0.613,0.107,4.18,0.1195,29,74,0.9986,3.39,0.489,8.9,3
8.85,0.29,0.258,1.6,0.0719,11,42,0.9977,3.18,0.786,11.1,6
8.85,0.343,0.228,1.4,0.0553,17,54,0.9968,3.33,0.998,11.2,6
11.59,0.404,0.346,2.05,0.0581,7,43,0.9963,2.92,0.912,12.1,7
7.63,0.649,0.186,2.86,0.1102,17,65,0.996,3.32,0.623,9.4,4
6.33,0.809,0.198,3.37,0.0812,20,58,0.9978,3.48,0.41,8.5,3
11.41,0.246,0.618,1.29,0.0694,13,42,0.9965,3.24,0.916,12.4,8
8.21,0.327,0.432,1.91,0.0278,13,19,0.9971,3.38,0.785,10.5,6
11.12,0.354,0.512,0.81,0.0376,6,7,0.9963,3.12,0.859,11.8,7
11.35,0.416,0.427,0.72,0.0572,10,9,0.997,3.12,0.869,11.9,7
8.42,0.474,0.276,0.53,0.107,15,34,0.9962,3.22,0.838,10.7,6
11.85,0.353,0.496,0.97,0.0656,8,7,0.9961,3.1,0.888,12.7,8
8.56,0.231,0.332,2.23,0.0789,17,35,0.9963,3.32,0.955,11.1,7
11.21,0.206,0.489,2.21,0.0814,10,6,0.9949,3.19,0.988,13.2,8
6.29,0.669,0.061,3.39,0.1539,15,69,0.9974,3.42,0.763,9.0,3
10.88,0.311,0.525,0.5,0.0546,11,33,0.9963,3.14,0.949,12.9,8
12.58,0.353,0.444,0.98,0.0386,7,21,0.9976,3.05,1.008,12.8,8
10.35,0.524,0.321,1.57,0.0653,9,59,0.9962,3.24,0.62,10.9,6
8.58,0.439,0.203,3.66,0.1181,14,62,0.9977,3.47,0.635,9.7,4
8.75,0.552,0.302,2.04,0.0529,10,30,0.9958,3.27,0.725,10.8,6
10.41,0.42,0.219,2.02,0.0792,13,24,0.996,3.19,0.876,11.7,7
8.93,0.282,0.302,1.67,0.0722,18,61,0.997,3.27,0.675,10.8,6
9.69,0.399,0.248,2.81,0.063,13,20,0.9951,3.11,0.75,12.2,7
9.21,0.456,0.23,2.22,0.1309,16,51,0.9982,3.41,0.571,9.9,4
6.3,0.908,0.05,3.53,0.1228,22,51,0.9984,3.21,0.542,9.1,3
8.81,0.416,0.17,0.73,0.0676,10,48,0.9953,3.21,0.812,10.6,6
8.61,0.537,0.182,2.69,0.092,20,63,0.9979,3.17,0.431,10.6,5
7.67,0.669,0.071,3.45,0.1145,21,77,0.9992,3.39,0.545,9.6,4
7.18,0.465,0.157,3.35,0.1215,14,56,0.9967,3.42,0.601,9.9,4
6.99,0.571,0.066,2.9,0.1284,16,54,0.9976,3.38,0.592,10.2,4
7.67,0.275,0.184,1.41,0.0957,8,48,0.9963,3.35,0.868,10.2,5
10.92,0.231,0.419,1.48,0.065,4,35,0.9958,3.2,0.849,11.8,7
11.44,0.316,0.37,1.38,0.0348,19,33,0.9949,3.18,1.139,12.6,8
9.94,0.556,0.407,2.12,0.0626,15,47,0.9967,3.32,0.541,10.9,5
9.72,0.297,0.539,0.52,0.0551,12,30,0.9956,3.31,0.819,12.1,7
10.31,0.268,0.366,1.48,0.0531,10,18,0.9952,3.15,0.917,11.5,7
